ID,Date,Provider,Service,Resource ID,Amount,Currency,Cost Center,Team,Environment
f38a1e2f-522e-4210-86bb-84eb93ce058e,2026-05-28,AZURE,Blob Storage,azure-blob storage-res,15.2,USD,Legal,Compliance,Production
05cd23fc-bb7b-4034-9d96-3c841fe94ef3,2026-05-28,GCP,BigQuery,gcp-bigquery-res,67.1,USD,Data Science,BI & Analytics,Production
a07be715-1973-4ab6-bafd-1a6441332343,2026-05-28,GCP,Compute Engine,gcp-compute engine-res,31.84,USD,Data Science,Machine Learning,Production
e9036eba-ea51-46b0-8f44-54d6a05c5666,2026-05-28,GCP,Cloud Storage,gcp-cloud storage-res,12.75,USD,Data Science,Machine Learning,Production
9841e5b7-a3e4-4aee-9f04-2573fdab17c6,2026-05-29,AWS,EC2,aws-ec2-res,116.2,USD,Engineering,Backend Core,Production
72115f1b-c472-4e17-a6b0-d89554dd018b,2026-05-29,AWS,RDS,aws-rds-res,77.85,USD,Engineering,Backend Core,Production
4740be43-c6e5-4377-8420-066f7c16ce99,2026-05-29,AWS,S3,aws-s3-res,32.43,USD,Engineering,Data Platform,Production
8e6bd2d5-a639-4c78-9846-54f1e0eaa9b6,2026-05-29,AWS,Lambda,aws-lambda-res,9.63,USD,Finance,Payments,Production
ec31fc04-6cdc-49c6-a355-2b8e9386620c,2026-05-29,AWS,EBS,aws-ebs-res,14.41,USD,Infrastructure,DevOps,Staging
9d668611-745a-456f-a7d4-41be11541e8f,2026-05-29,AZURE,Virtual Machines,azure-virtual machines-res,38.97,USD,Finance,Risk Modeling,Production
4fd107e5-d003-4747-8bf1-384996d2ce86,2026-05-29,AZURE,Azure SQL,azure-azure sql-res,47.73,USD,Finance,Accounting,Production
10c8629c-a5aa-4899-ad91-8e3d5c636654,2026-05-29,AZURE,Blob Storage,azure-blob storage-res,14.84,USD,Legal,Compliance,Production
9f282bd7-e5a6-44b7-8843-948fcd8f9d3b,2026-05-29,GCP,BigQuery,gcp-bigquery-res,72.19,USD,Data Science,BI & Analytics,Production
cae53eee-3dc5-41a6-9dec-c0c503fee866,2026-05-29,GCP,Compute Engine,gcp-compute engine-res,27.35,USD,Data Science,Machine Learning,Production
0a283f03-e10e-450f-b4c3-a99affeb36a8,2026-05-29,GCP,Cloud Storage,gcp-cloud storage-res,12.28,USD,Data Science,Machine Learning,Production
f2ffc4f8-fe15-4aad-b921-c0dec905b7e8,2026-05-30,AWS,EC2,aws-ec2-res,98.82,USD,Engineering,Backend Core,Production
f2832e6b-7d69-44fa-971a-a6fbd056bb00,2026-05-30,AWS,RDS,aws-rds-res,62.43,USD,Engineering,Backend Core,Production
89e0ba69-754d-49ca-b473-ac23f936baf9,2026-05-30,AWS,S3,aws-s3-res,25.85,USD,Engineering,Data Platform,Production
0260c1cb-b86e-48a0-b93a-c8e3d5f98d4d,2026-05-30,AWS,Lambda,aws-lambda-res,7.3,USD,Finance,Payments,Production
6984816f-6bf4-49a0-82f7-ba122e854176,2026-05-30,AWS,EBS,aws-ebs-res,12.38,USD,Infrastructure,DevOps,Staging
65a124ea-d8d5-4263-94f9-8b6c10b3da1b,2026-05-30,AZURE,Virtual Machines,azure-virtual machines-res,30.7,USD,Finance,Risk Modeling,Production
55c297c7-53e9-4c46-8b0d-fd95db41f4db,2026-05-30,AZURE,Azure SQL,azure-azure sql-res,36.6,USD,Finance,Accounting,Production
d49c12da-c00e-49f2-aa50-ef1a8ab59369,2026-05-30,AZURE,Blob Storage,azure-blob storage-res,13.39,USD,Legal,Compliance,Production
ae59bbff-4872-4ba0-80a0-13ca07acce4b,2026-05-30,GCP,BigQuery,gcp-bigquery-res,57.68,USD,Data Science,BI & Analytics,Production
81cce198-fe30-409c-8783-2087e1e2f566,2026-05-30,GCP,Compute Engine,gcp-compute engine-res,25.77,USD,Data Science,Machine Learning,Production
fc10534d-3401-4f38-87d3-e4ab5581306f,2026-05-30,GCP,Cloud Storage,gcp-cloud storage-res,9.8,USD,Data Science,Machine Learning,Production
720e5204-5914-45bb-884a-28738b604711,2026-05-31,AWS,EC2,aws-ec2-res,97.76,USD,Engineering,Backend Core,Production
65bf9074-1c54-439c-a57d-fd33eabe5ed4,2026-05-31,AWS,RDS,aws-rds-res,68.74,USD,Engineering,Backend Core,Production
139c546f-f1b5-4d5b-a192-ba4c4f3cd04c,2026-05-31,AWS,S3,aws-s3-res,28.39,USD,Engineering,Data Platform,Production
2a58a638-1f04-4dd9-9057-cce10c9ff5af,2026-05-31,AWS,Lambda,aws-lambda-res,7.19,USD,Finance,Payments,Production
5aaf8b55-8468-4e45-b4c4-f3fc5011136e,2026-05-31,AWS,EBS,aws-ebs-res,12.28,USD,Infrastructure,DevOps,Staging
05719077-0983-490b-9f93-213c7727b4f2,2026-05-31,AZURE,Virtual Machines,azure-virtual machines-res,31.14,USD,Finance,Risk Modeling,Production
ee7e4af6-0142-46df-b915-556c1b9f7758,2026-05-31,AZURE,Azure SQL,azure-azure sql-res,38.69,USD,Finance,Accounting,Production
04684fda-d06a-4c21-bae8-23cd9f4694b4,2026-05-31,AZURE,Blob Storage,azure-blob storage-res,13.32,USD,Legal,Compliance,Production
2a32e846-1d8f-4dfe-91f8-9ad02ddd214c,2026-05-31,GCP,BigQuery,gcp-bigquery-res,60.71,USD,Data Science,BI & Analytics,Production
307c03a4-011b-444b-acee-1e4beeaa6b02,2026-05-31,GCP,Compute Engine,gcp-compute engine-res,25.62,USD,Data Science,Machine Learning,Production
ad6d135f-c77a-44ae-b176-1b6007846582,2026-05-31,GCP,Cloud Storage,gcp-cloud storage-res,9.89,USD,Data Science,Machine Learning,Production
e3c82114-0768-41ca-b8cd-a343edb314d9,2026-06-01,AWS,EC2,aws-ec2-res,125.79,USD,Engineering,Backend Core,Production
b9b4b979-70f1-4fdf-b543-eaaafba1e01b,2026-06-01,AWS,RDS,aws-rds-res,73.68,USD,Engineering,Backend Core,Production
93d9b4e1-6b84-48f1-836c-f0df9affdcd0,2026-06-01,AWS,S3,aws-s3-res,33.42,USD,Engineering,Data Platform,Production
04a4626a-8a66-4ff3-aae3-b01d898d13a2,2026-06-01,AWS,Lambda,aws-lambda-res,9.71,USD,Finance,Payments,Production
5c6ac7ac-0002-46d6-8151-037f216a0e48,2026-06-01,AWS,EBS,aws-ebs-res,13.94,USD,Infrastructure,DevOps,Staging
01a2ba22-b2fb-469b-9e50-51f022816673,2026-06-01,AZURE,Virtual Machines,azure-virtual machines-res,35.66,USD,Finance,Risk Modeling,Production
cc58dd9e-5fdf-4da7-ad13-d701de74d254,2026-06-01,AZURE,Azure SQL,azure-azure sql-res,43.24,USD,Finance,Accounting,Production
4600f01a-4535-41d4-b3ff-c51bbf120c1c,2026-06-01,AZURE,Blob Storage,azure-blob storage-res,15.64,USD,Legal,Compliance,Production
e4a971f5-e6b2-4c00-858d-b7f28acbb392,2026-06-01,GCP,BigQuery,gcp-bigquery-res,68.47,USD,Data Science,BI & Analytics,Production
dd4b5e7f-72d4-44ef-86d3-b21ff4b5fb52,2026-06-01,GCP,Compute Engine,gcp-compute engine-res,28.53,USD,Data Science,Machine Learning,Production
fa51a227-8a68-4ad8-a823-ae04c5995e38,2026-06-01,GCP,Cloud Storage,gcp-cloud storage-res,13.24,USD,Data Science,Machine Learning,Production
62a9bd54-fd97-40f9-b991-ec35a1f4d05f,2026-06-02,AWS,EC2,aws-ec2-res,113.87,USD,Engineering,Backend Core,Production
749d6c6d-59c5-4334-a7ed-379b64384bcb,2026-06-02,AWS,RDS,aws-rds-res,77.34,USD,Engineering,Backend Core,Production
fc4fbf23-49ea-479d-be02-5d7dfe889f53,2026-06-02,AWS,S3,aws-s3-res,32.37,USD,Engineering,Data Platform,Production
17cb5f2c-152d-4b94-9014-13c9860ef80e,2026-06-02,AWS,Lambda,aws-lambda-res,9.05,USD,Finance,Payments,Production
072bda03-bce9-4661-9950-2f4ce2cbc451,2026-06-02,AWS,EBS,aws-ebs-res,15.94,USD,Infrastructure,DevOps,Staging
7ca73c58-cd07-4965-8740-117c9dd50f51,2026-06-02,AZURE,Virtual Machines,azure-virtual machines-res,37.36,USD,Finance,Risk Modeling,Production
900c29f4-e1a0-43ff-a47b-4b9c7b2cbb8c,2026-06-02,AZURE,Azure SQL,azure-azure sql-res,41.39,USD,Finance,Accounting,Production
6d17f031-2141-4ce6-8b03-0ea211cf63db,2026-06-02,AZURE,Blob Storage,azure-blob storage-res,15.85,USD,Legal,Compliance,Production
fad06dbe-1909-4cbd-b54b-f5400093e7b2,2026-06-02,GCP,BigQuery,gcp-bigquery-res,67.86,USD,Data Science,BI & Analytics,Production
e7a9fbfc-767f-4b33-9fb4-d51c571770d6,2026-06-02,GCP,Compute Engine,gcp-compute engine-res,30.66,USD,Data Science,Machine Learning,Production
1057ee50-46c6-438c-a6ff-2e77d365c1c3,2026-06-02,GCP,Cloud Storage,gcp-cloud storage-res,12.73,USD,Data Science,Machine Learning,Production
2d93388d-a765-4e06-b62d-5dd53d742161,2026-06-03,AWS,EC2,aws-ec2-res,114.03,USD,Engineering,Backend Core,Production
3f86a7b7-8e7a-4fa7-9ea3-73c18f6f95f2,2026-06-03,AWS,RDS,aws-rds-res,85.29,USD,Engineering,Backend Core,Production
7912b34d-f0ea-4857-9b0b-291a19ce5481,2026-06-03,AWS,S3,aws-s3-res,35.03,USD,Engineering,Data Platform,Production
b4db7c77-1721-4559-ac8f-fea8bd31dfa0,2026-06-03,AWS,Lambda,aws-lambda-res,9.36,USD,Finance,Payments,Production
0938266e-359a-43d9-a283-ce8685f7a430,2026-06-03,AWS,EBS,aws-ebs-res,14.86,USD,Infrastructure,DevOps,Staging
9ef9fbe1-2f1a-476c-b166-ed352959957d,2026-06-03,AZURE,Virtual Machines,azure-virtual machines-res,36.61,USD,Finance,Risk Modeling,Production
fcfa153a-7f45-4f6f-af26-2eb0132be304,2026-06-03,AZURE,Azure SQL,azure-azure sql-res,42.23,USD,Finance,Accounting,Production
ab258b8d-cb84-455b-859d-59824c6c6854,2026-06-03,AZURE,Blob Storage,azure-blob storage-res,15.09,USD,Legal,Compliance,Production
17a70f39-8d84-4519-af1b-5ac9864ff747,2026-06-03,GCP,BigQuery,gcp-bigquery-res,77.57,USD,Data Science,BI & Analytics,Production
7f847a89-7176-4b84-87f4-c0a52c451510,2026-06-03,GCP,Compute Engine,gcp-compute engine-res,27.44,USD,Data Science,Machine Learning,Production
e9100e71-4cd2-44fe-b8d9-713e0e048f29,2026-06-03,GCP,Cloud Storage,gcp-cloud storage-res,12.78,USD,Data Science,Machine Learning,Production
fcd204bf-852c-4ff8-b76a-f6896209cea1,2026-06-04,AWS,EC2,aws-ec2-res,125.0,USD,Engineering,Backend Core,Production
46f9798f-f6b1-4caa-b05e-cfad5ac901a6,2026-06-04,AWS,RDS,aws-rds-res,84.87,USD,Engineering,Backend Core,Production
546e18e4-67e8-4e96-82a5-3dc784c50d53,2026-06-04,AWS,S3,aws-s3-res,35.57,USD,Engineering,Data Platform,Production
a6b1528d-6d3e-45f8-9f8a-3f034b1c062f,2026-06-04,AWS,Lambda,aws-lambda-res,8.63,USD,Finance,Payments,Production
977304ad-db75-4d85-a9a4-350c33323a21,2026-06-04,AWS,EBS,aws-ebs-res,15.67,USD,Infrastructure,DevOps,Staging
b8c24c23-9408-45c0-9231-b9ca2cffc347,2026-06-04,AZURE,Virtual Machines,azure-virtual machines-res,39.45,USD,Finance,Risk Modeling,Production
a411f8b1-9579-4c0d-810a-f47a5b6440e6,2026-06-04,AZURE,Azure SQL,azure-azure sql-res,45.19,USD,Finance,Accounting,Production
6d36a9c3-129f-4302-8071-c1a03bb2befb,2026-06-04,AZURE,Blob Storage,azure-blob storage-res,15.25,USD,Legal,Compliance,Production
83bb0fa1-3911-4af8-9064-1f61e79f70be,2026-06-04,GCP,BigQuery,gcp-bigquery-res,77.35,USD,Data Science,BI & Analytics,Production
43a2eac4-1791-4e7d-b820-3df543de764d,2026-06-04,GCP,Compute Engine,gcp-compute engine-res,29.01,USD,Data Science,Machine Learning,Production
8db920c3-6bb5-41d0-a703-8f61b43880c3,2026-06-04,GCP,Cloud Storage,gcp-cloud storage-res,13.27,USD,Data Science,Machine Learning,Production
5ed2635a-370b-40a2-8711-62bec286fd2b,2026-06-05,AWS,EC2,aws-ec2-res,132.29,USD,Engineering,Backend Core,Production
17a646e8-8bea-460e-91de-766f1b5d8b7e,2026-06-05,AWS,RDS,aws-rds-res,74.57,USD,Engineering,Backend Core,Production
0281ae04-7706-451b-8022-f7d253b8a2e1,2026-06-05,AWS,S3,aws-s3-res,34.18,USD,Engineering,Data Platform,Production
059ae144-a369-4c51-8a5b-66334575dc05,2026-06-05,AWS,Lambda,aws-lambda-res,9.65,USD,Finance,Payments,Production
e179cf5c-f1d6-47cc-953d-113d149e9b08,2026-06-05,AWS,EBS,aws-ebs-res,14.51,USD,Infrastructure,DevOps,Staging
10d18cd4-5366-4a74-a2e4-b92a78ee7466,2026-06-05,AZURE,Virtual Machines,azure-virtual machines-res,36.37,USD,Finance,Risk Modeling,Production
08a5f5ed-0b0a-45e2-a7c3-e44058d53554,2026-06-05,AZURE,Azure SQL,azure-azure sql-res,44.34,USD,Finance,Accounting,Production
51ca1109-39e9-44e8-baaa-d8b718842239,2026-06-05,AZURE,Blob Storage,azure-blob storage-res,17.11,USD,Legal,Compliance,Production
1c66eb89-a18f-4943-bcc1-7e25b54f1030,2026-06-05,GCP,BigQuery,gcp-bigquery-res,72.72,USD,Data Science,BI & Analytics,Production
05ca2b69-073d-439d-aa02-d3fd1f3f2d72,2026-06-05,GCP,Compute Engine,gcp-compute engine-res,31.07,USD,Data Science,Machine Learning,Production
47135880-11b8-4b3e-be67-3b4e2b6bab21,2026-06-05,GCP,Cloud Storage,gcp-cloud storage-res,12.38,USD,Data Science,Machine Learning,Production
2e913fd6-2ae0-4c94-ae35-cc39a827480c,2026-06-06,AWS,EC2,aws-ec2-res,104.24,USD,Engineering,Backend Core,Production
2af60c3a-5f4b-4845-b95c-b831f132e031,2026-06-06,AWS,RDS,aws-rds-res,62.2,USD,Engineering,Backend Core,Production
d503ca3a-cc32-476c-a531-4cf2a6460eb4,2026-06-06,AWS,S3,aws-s3-res,26.22,USD,Engineering,Data Platform,Production
796824c4-172d-4cbf-be40-74ff05bed191,2026-06-06,AWS,Lambda,aws-lambda-res,7.82,USD,Finance,Payments,Production
68de2569-db1f-440d-b5ad-a3a54bccbec9,2026-06-06,AWS,EBS,aws-ebs-res,12.95,USD,Infrastructure,DevOps,Staging
03baaed6-cc8f-4d69-9167-310b3af47a38,2026-06-06,AZURE,Virtual Machines,azure-virtual machines-res,32.24,USD,Finance,Risk Modeling,Production
868eb9d8-8dd6-42fc-bce7-b76e746a766d,2026-06-06,AZURE,Azure SQL,azure-azure sql-res,35.99,USD,Finance,Accounting,Production
14fec097-e2e0-41df-aaf0-dbaa224e4536,2026-06-06,AZURE,Blob Storage,azure-blob storage-res,13.51,USD,Legal,Compliance,Production
2e3a0082-c68b-4b8a-8a11-90ff732c97e9,2026-06-06,GCP,BigQuery,gcp-bigquery-res,57.19,USD,Data Science,BI & Analytics,Production
7acb5211-1b0b-42aa-bb35-059f3ff352b8,2026-06-06,GCP,Compute Engine,gcp-compute engine-res,23.24,USD,Data Science,Machine Learning,Production
31d8ebdd-8a7c-4658-9af6-cf1fa4950793,2026-06-06,GCP,Cloud Storage,gcp-cloud storage-res,11.11,USD,Data Science,Machine Learning,Production
2b080cb8-ad56-453b-b145-b1139650929b,2026-06-07,AWS,EC2,aws-ec2-res,95.55,USD,Engineering,Backend Core,Production
0b08bbf4-aa22-4ff8-920c-401332358338,2026-06-07,AWS,RDS,aws-rds-res,68.94,USD,Engineering,Backend Core,Production
98c66a76-0308-4537-93c2-4abb8045bcee,2026-06-07,AWS,S3,aws-s3-res,27.75,USD,Engineering,Data Platform,Production
e0cb8e99-2f3d-41f9-8ff4-28e51d9b63c9,2026-06-07,AWS,Lambda,aws-lambda-res,6.99,USD,Finance,Payments,Production
81ffc0f9-30a8-4c27-a53a-d1d6cfcadfed,2026-06-07,AWS,EBS,aws-ebs-res,12.1,USD,Infrastructure,DevOps,Staging
3953b4c7-e4bb-4569-b900-08edd7cca4c4,2026-06-07,AZURE,Virtual Machines,azure-virtual machines-res,32.34,USD,Finance,Risk Modeling,Production
707188eb-86d1-459e-a09e-fe59b9c905d7,2026-06-07,AZURE,Azure SQL,azure-azure sql-res,38.88,USD,Finance,Accounting,Production
02b057ed-e30b-465f-accf-f93fe33ccf19,2026-06-07,AZURE,Blob Storage,azure-blob storage-res,13.32,USD,Legal,Compliance,Production
29071f47-7fcc-449f-9cb2-a044642b32c4,2026-06-07,GCP,BigQuery,gcp-bigquery-res,54.67,USD,Data Science,BI & Analytics,Production
65a5b939-6d4f-4262-9a88-3510fc1e5085,2026-06-07,GCP,Compute Engine,gcp-compute engine-res,24.02,USD,Data Science,Machine Learning,Production
1b22210e-8506-4c81-aaa7-6af18482e0fd,2026-06-07,GCP,Cloud Storage,gcp-cloud storage-res,10.82,USD,Data Science,Machine Learning,Production
1e093b7b-0ab9-4e42-b85d-9ba2a3c5b244,2026-06-08,AWS,EC2,aws-ec2-res,121.56,USD,Engineering,Backend Core,Production
a5b098b7-d5ca-4310-b442-730688aad4f1,2026-06-08,AWS,RDS,aws-rds-res,76.51,USD,Engineering,Backend Core,Production
3682a619-be63-49c6-8d97-b3f4e3f56e87,2026-06-08,AWS,S3,aws-s3-res,36.59,USD,Engineering,Data Platform,Production
d8706241-ae03-42b6-9fef-7514433785f4,2026-06-08,AWS,Lambda,aws-lambda-res,9.73,USD,Finance,Payments,Production
86fc4d3f-750e-4a93-af2e-d5153d3b56d2,2026-06-08,AWS,EBS,aws-ebs-res,15.27,USD,Infrastructure,DevOps,Staging
7ee5e3c4-d0da-4199-ac3a-6862cefbcc0c,2026-06-08,AZURE,Virtual Machines,azure-virtual machines-res,39.73,USD,Finance,Risk Modeling,Production
deabf665-b9b3-4eee-bb5a-0c9be8164d49,2026-06-08,AZURE,Azure SQL,azure-azure sql-res,43.25,USD,Finance,Accounting,Production
1b51ba25-52d4-4861-8145-5c806dab4334,2026-06-08,AZURE,Blob Storage,azure-blob storage-res,16.96,USD,Legal,Compliance,Production
1be94250-81c0-4053-b113-ac9e61969f5c,2026-06-08,GCP,BigQuery,gcp-bigquery-res,69.2,USD,Data Science,BI & Analytics,Production
f8f73cf0-3f69-4928-8ef6-84707c54d514,2026-06-08,GCP,Compute Engine,gcp-compute engine-res,29.04,USD,Data Science,Machine Learning,Production
b051eda4-342c-4954-9f52-bfe6902f0676,2026-06-08,GCP,Cloud Storage,gcp-cloud storage-res,13.0,USD,Data Science,Machine Learning,Production
689207ba-ac9c-4076-8c79-63453a8ed360,2026-06-09,AWS,EC2,aws-ec2-res,118.63,USD,Engineering,Backend Core,Production
cdf6e5b1-981e-4163-8903-23bbf3df54c5,2026-06-09,AWS,RDS,aws-rds-res,85.55,USD,Engineering,Backend Core,Production
6fa517e3-1aac-43ee-bef6-4f601fc176a9,2026-06-09,AWS,S3,aws-s3-res,32.38,USD,Engineering,Data Platform,Production
5a6952f5-5505-40c4-bdbc-dbc67b7b5548,2026-06-09,AWS,Lambda,aws-lambda-res,9.5,USD,Finance,Payments,Production
e47c1bf5-327c-4471-a4bf-a11154069662,2026-06-09,AWS,EBS,aws-ebs-res,15.27,USD,Infrastructure,DevOps,Staging
3cd60878-ac02-41c2-a831-756ccc7adcf8,2026-06-09,AZURE,Virtual Machines,azure-virtual machines-res,38.75,USD,Finance,Risk Modeling,Production
76d0d74f-bc08-4653-a426-41eea2fa4d8b,2026-06-09,AZURE,Azure SQL,azure-azure sql-res,43.99,USD,Finance,Accounting,Production
ba2ec020-0804-42cc-a2f6-e80638ae4ed4,2026-06-09,AZURE,Blob Storage,azure-blob storage-res,15.46,USD,Legal,Compliance,Production
437998af-d7c7-4f03-b780-2520b9907b96,2026-06-09,GCP,BigQuery,gcp-bigquery-res,72.45,USD,Data Science,BI & Analytics,Production
b81b14b5-fcce-4739-b4cf-812a172d5ce5,2026-06-09,GCP,Compute Engine,gcp-compute engine-res,28.02,USD,Data Science,Machine Learning,Production
07d3faa3-571b-4842-90e7-7c16e39885d8,2026-06-09,GCP,Cloud Storage,gcp-cloud storage-res,12.01,USD,Data Science,Machine Learning,Production
c24c7e2e-9e61-4ecb-b386-e8f8133dd60b,2026-06-10,AWS,EC2,aws-ec2-res,122.31,USD,Engineering,Backend Core,Production
2cb65677-1263-4bd4-9ca9-eb6c66d61b91,2026-06-10,AWS,RDS,aws-rds-res,82.59,USD,Engineering,Backend Core,Production
98979fbd-c4f9-4b2f-93be-a74ba90411db,2026-06-10,AWS,S3,aws-s3-res,34.57,USD,Engineering,Data Platform,Production
255e557a-a528-474e-a446-faa8ad46fc3f,2026-06-10,AWS,Lambda,aws-lambda-res,9.7,USD,Finance,Payments,Production
2d128110-b188-4193-870b-1b61f5fef29d,2026-06-10,AWS,EBS,aws-ebs-res,15.34,USD,Infrastructure,DevOps,Staging
9f96f9d3-5419-4714-8336-992292e07aa9,2026-06-10,AZURE,Virtual Machines,azure-virtual machines-res,36.96,USD,Finance,Risk Modeling,Production
86396012-853b-48dc-9ca6-6ce6583619b8,2026-06-10,AZURE,Azure SQL,azure-azure sql-res,46.11,USD,Finance,Accounting,Production
42b849ed-6954-4558-8c98-6d78b36092b0,2026-06-10,AZURE,Blob Storage,azure-blob storage-res,15.16,USD,Legal,Compliance,Production
2868106e-8a01-4c14-94b6-9ecf4af004f8,2026-06-10,GCP,BigQuery,gcp-bigquery-res,75.32,USD,Data Science,BI & Analytics,Production
cd3ea1ba-9ce5-41bb-859c-84cae82e309c,2026-06-10,GCP,Compute Engine,gcp-compute engine-res,32.26,USD,Data Science,Machine Learning,Production
9a6970ff-8db6-41f5-87b4-8b8c984511a4,2026-06-10,GCP,Cloud Storage,gcp-cloud storage-res,13.42,USD,Data Science,Machine Learning,Production
0b1c6371-a451-4c50-9f98-0c1255ea8d33,2026-06-11,AWS,EC2,aws-ec2-res,116.88,USD,Engineering,Backend Core,Production
4086f919-767f-4563-a5e4-d37862c7c958,2026-06-11,AWS,RDS,aws-rds-res,77.16,USD,Engineering,Backend Core,Production
29fd7c74-9f9d-4675-85f9-1c14b430128a,2026-06-11,AWS,S3,aws-s3-res,36.68,USD,Engineering,Data Platform,Production
7a409be1-744d-42ac-85cb-772da1f9f484,2026-06-11,AWS,Lambda,aws-lambda-res,9.01,USD,Finance,Payments,Production
ff3f8ac0-2e7b-4d62-a305-8b2887f8244e,2026-06-11,AWS,EBS,aws-ebs-res,14.45,USD,Infrastructure,DevOps,Staging
02917aa7-c48b-46c8-979f-b02400ae28ae,2026-06-11,AZURE,Virtual Machines,azure-virtual machines-res,39.63,USD,Finance,Risk Modeling,Production
ff3cfc4c-6ec7-453b-bb64-e351b1991485,2026-06-11,AZURE,Azure SQL,azure-azure sql-res,45.33,USD,Finance,Accounting,Production
784e4526-301a-456f-be9f-ef8202d77d23,2026-06-11,AZURE,Blob Storage,azure-blob storage-res,15.11,USD,Legal,Compliance,Production
9d6b9bcb-cbac-4bf5-993e-35c0a11a6889,2026-06-11,GCP,BigQuery,gcp-bigquery-res,74.08,USD,Data Science,BI & Analytics,Production
56b7a05f-2a9a-4c46-9751-e44b7c252b42,2026-06-11,GCP,Compute Engine,gcp-compute engine-res,30.8,USD,Data Science,Machine Learning,Production
6a71934d-93f4-452c-9994-97cdfe514d3a,2026-06-11,GCP,Cloud Storage,gcp-cloud storage-res,12.89,USD,Data Science,Machine Learning,Production
d00d4263-943d-43ed-830f-6c3ae026dea3,2026-06-12,AWS,EC2,aws-ec2-res,119.72,USD,Engineering,Backend Core,Production
89669307-555a-48c9-a0ae-538d1715556f,2026-06-12,AWS,RDS,aws-rds-res,80.61,USD,Engineering,Backend Core,Production
a8dd6963-1b13-4e66-a5df-0a34e3636455,2026-06-12,AWS,S3,aws-s3-res,35.36,USD,Engineering,Data Platform,Production
348a19da-5ef7-459a-81f4-9b3fad5c19cb,2026-06-12,AWS,Lambda,aws-lambda-res,9.65,USD,Finance,Payments,Production
05f71a15-1e17-4512-bf7e-fd06baea394f,2026-06-12,AWS,EBS,aws-ebs-res,14.02,USD,Infrastructure,DevOps,Staging
9996a6fe-a0ed-4851-a902-bae87e8d221c,2026-06-12,AZURE,Virtual Machines,azure-virtual machines-res,37.59,USD,Finance,Risk Modeling,Production
a9337f51-ec54-4229-8e8e-386449095623,2026-06-12,AZURE,Azure SQL,azure-azure sql-res,45.08,USD,Finance,Accounting,Production
5f063250-304e-4d47-9213-19d06dc69195,2026-06-12,AZURE,Blob Storage,azure-blob storage-res,15.38,USD,Legal,Compliance,Production
f2b12d4f-bcdc-473b-a9de-076495058dea,2026-06-12,GCP,BigQuery,gcp-bigquery-res,70.77,USD,Data Science,BI & Analytics,Production
b6588bed-f7be-4653-bb0a-a95c25b3a0e3,2026-06-12,GCP,Compute Engine,gcp-compute engine-res,27.96,USD,Data Science,Machine Learning,Production
